movie_title,genres,plot_keywords,imdb_score,duration,imdb_score_norm,duration_norm,clean_genres,clean_keywords,embedding_data
Independence Day: Resurgence ,Action|Adventure|Sci-Fi,alien|battle|defense|independence day|mothership,5.5,120.0,0.5064935064935064,0.2242063492063492,Action Adventure Sci-Fi,alien battle defense independence day mothership,independence day: resurgence  alien battle defense independence day mothership genre: Action Adventure Sci-Fi
How to Train Your Dragon ,Adventure|Animation|Family|Fantasy,dragon|island|training|viking|village,8.2,98.0,0.8571428571428571,0.18055555555555552,Adventure Animation Family Fantasy,dragon island training viking village,how to train your dragon  dragon island training viking village genre: Adventure Animation Family Fantasy
Terminator 3: Rise of the Machines ,Action|Sci-Fi,drifter|exploding truck|future|machine|skynet,6.4,109.0,0.6233766233766234,0.20238095238095236,Action Sci-Fi,drifter exploding truck future machine skynet,terminator 3: rise of the machines  drifter exploding truck future machine skynet genre: Action Sci-Fi
Guardians of the Galaxy ,Action|Adventure|Sci-Fi,bounty hunter|outer space|raccoon|talking animal|tree,8.1,121.0,0.844155844155844,0.22619047619047616,Action Adventure Sci-Fi,bounty hunter outer space raccoon talking animal tree,guardians of the galaxy  bounty hunter outer space raccoon talking animal tree genre: Action Adventure Sci-Fi
Interstellar ,Adventure|Drama|Sci-Fi,black hole|father daughter relationship|saving the world|space travel|wormhole,8.6,169.0,0.9090909090909091,0.3214285714285714,Adventure Drama Sci-Fi,black hole father daughter relationship saving the world space travel wormhole,interstellar  black hole father daughter relationship saving the world space travel wormhole genre: Adventure Drama Sci-Fi
Inception ,Action|Adventure|Sci-Fi|Thriller,ambiguous ending|corporate espionage|dream|subconscious|thief,8.8,148.0,0.935064935064935,0.2797619047619047,Action Adventure Sci-Fi Thriller,ambiguous ending corporate espionage dream subconscious thief,inception  ambiguous ending corporate espionage dream subconscious thief genre: Action Adventure Sci-Fi Thriller
Godzilla Resurgence ,Action|Adventure|Drama|Horror|Sci-Fi,blood|godzilla|monster|sequel,8.2,120.0,0.8571428571428571,0.2242063492063492,Action Adventure Drama Horror Sci-Fi,blood godzilla monster sequel,godzilla resurgence  blood godzilla monster sequel genre: Action Adventure Drama Horror Sci-Fi
The Hobbit: An Unexpected Journey ,Adventure|Fantasy,dragon|dwarf|hobbit|orc|wizard,7.9,182.0,0.8181818181818182,0.3472222222222222,Adventure Fantasy,dragon dwarf hobbit orc wizard,the hobbit: an unexpected journey  dragon dwarf hobbit orc wizard genre: Adventure Fantasy
The Fast and the Furious ,Action|Crime|Thriller,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,6.7,106.0,0.6623376623376623,0.1964285714285714,Action Crime Thriller,eighteen wheeler illegal street racing truck trucker undercover cop,the fast and the furious  eighteen wheeler illegal street racing truck trucker undercover cop genre: Action Crime Thriller
The Curious Case of Benjamin Button ,Drama|Fantasy|Romance,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,7.8,166.0,0.8051948051948051,0.31547619047619047,Drama Fantasy Romance,deformed baby diary lingerie slip older man younger woman relationship premature aging,the curious case of benjamin button  deformed baby diary lingerie slip older man younger woman relationship premature aging genre: Drama Fantasy Romance
X-Men: First Class ,Action|Adventure|Sci-Fi,cia|cia agent|mutant|nuclear war|professor,7.8,132.0,0.8051948051948051,0.24801587301587297,Action Adventure Sci-Fi,cia cia agent mutant nuclear war professor,x-men: first class  cia cia agent mutant nuclear war professor genre: Action Adventure Sci-Fi
The Hunger Games: Mockingjay - Part 2 ,Adventure|Sci-Fi,death of sister|dystopia|execution|rebellion|revolution,6.6,137.0,0.6493506493506492,0.2579365079365079,Adventure Sci-Fi,death of sister dystopia execution rebellion revolution,the hunger games: mockingjay - part 2  death of sister dystopia execution rebellion revolution genre: Adventure Sci-Fi
The Sorcerer's Apprentice ,Action|Adventure|Family|Fantasy,chosen one|enchanted object|love|spell|training,6.1,109.0,0.5844155844155844,0.20238095238095236,Action Adventure Family Fantasy,chosen one enchanted object love spell training,the sorcerer's apprentice  chosen one enchanted object love spell training genre: Action Adventure Family Fantasy
Poseidon ,Action|Adventure|Drama|Thriller,cruise|escape|ocean|passenger|water,5.6,98.0,0.5194805194805194,0.18055555555555552,Action Adventure Drama Thriller,cruise escape ocean passenger water,poseidon  cruise escape ocean passenger water genre: Action Adventure Drama Thriller
Alice Through the Looking Glass ,Adventure|Family|Fantasy,clock|dark fantasy|mad hatter|queen|sequel,6.4,113.0,0.6233766233766234,0.2103174603174603,Adventure Family Fantasy,clock dark fantasy mad hatter queen sequel,alice through the looking glass  clock dark fantasy mad hatter queen sequel genre: Adventure Family Fantasy
Shrek the Third ,Adventure|Animation|Comedy|Family|Fantasy,disney spoof|fairy tale|prince|princess|tough guy,6.1,93.0,0.5844155844155844,0.1706349206349206,Adventure Animation Comedy Family Fantasy,disney spoof fairy tale prince princess tough guy,shrek the third  disney spoof fairy tale prince princess tough guy genre: Adventure Animation Comedy Family Fantasy
Warcraft ,Action|Adventure|Fantasy,based on video game|fictional language|fictional war|orc|sword and sorcery,7.3,123.0,0.7402597402597402,0.23015873015873015,Action Adventure Fantasy,based on video game fictional language fictional war orc sword and sorcery,warcraft  based on video game fictional language fictional war orc sword and sorcery genre: Action Adventure Fantasy
Terminator Genisys ,Action|Adventure|Sci-Fi,alternate timeline|cyborg|future|robot|time machine,6.6,126.0,0.6493506493506492,0.2361111111111111,Action Adventure Sci-Fi,alternate timeline cyborg future robot time machine,terminator genisys  alternate timeline cyborg future robot time machine genre: Action Adventure Sci-Fi
The Chronicles of Narnia: The Voyage of the Dawn Treader ,Adventure|Family|Fantasy,dragon|king|mouse|quest|warrior,6.3,113.0,0.6103896103896104,0.2103174603174603,Adventure Family Fantasy,dragon king mouse quest warrior,the chronicles of narnia: the voyage of the dawn treader  dragon king mouse quest warrior genre: Adventure Family Fantasy
Pearl Harbor ,Action|Drama|History|Romance|War,air raid|black smoke|japanese military|japanese navy|sunday,6.1,184.0,0.5844155844155844,0.35119047619047616,Action Drama History Romance War,air raid black smoke japanese military japanese navy sunday,pearl harbor  air raid black smoke japanese military japanese navy sunday genre: Action Drama History Romance War
Transformers ,Action|Adventure|Sci-Fi,alien contact|autobot|decepticon|robot vs. robot|teenage hero,7.1,144.0,0.7142857142857142,0.2718253968253968,Action Adventure Sci-Fi,alien contact autobot decepticon robot vs. robot teenage hero,transformers  alien contact autobot decepticon robot vs. robot teenage hero genre: Action Adventure Sci-Fi
Alexander ,Action|Adventure|Biography|Drama|History|Romance|War,ancient greece|conquest|greek|greek myth|king,5.5,206.0,0.5064935064935064,0.3948412698412698,Action Adventure Biography Drama History Romance War,ancient greece conquest greek greek myth king,alexander  ancient greece conquest greek greek myth king genre: Action Adventure Biography Drama History Romance War
Harry Potter and the Order of the Phoenix ,Adventure|Family|Fantasy|Mystery,battle|magic|school|teacher|wizard,7.5,138.0,0.7662337662337662,0.2599206349206349,Adventure Family Fantasy Mystery,battle magic school teacher wizard,harry potter and the order of the phoenix  battle magic school teacher wizard genre: Adventure Family Fantasy Mystery
Harry Potter and the Goblet of Fire ,Adventure|Family|Fantasy|Mystery,fire|goblet|magic|tournament|wizard,7.6,157.0,0.7792207792207791,0.2976190476190476,Adventure Family Fantasy Mystery,fire goblet magic tournament wizard,harry potter and the goblet of fire  fire goblet magic tournament wizard genre: Adventure Family Fantasy Mystery
Hancock ,Action|Drama,bully comeuppance|destruction|prison|superhero|tough girl,6.4,102.0,0.6233766233766234,0.1884920634920635,Action Drama,bully comeuppance destruction prison superhero tough girl,hancock  bully comeuppance destruction prison superhero tough girl genre: Action Drama
I Am Legend ,Drama|Horror|Sci-Fi,new york city|pandemic|post apocalypse|survivalist|virus,7.2,104.0,0.7272727272727273,0.19246031746031744,Drama Horror Sci-Fi,new york city pandemic post apocalypse survivalist virus,i am legend  new york city pandemic post apocalypse survivalist virus genre: Drama Horror Sci-Fi
Charlie and the Chocolate Factory ,Adventure|Comedy|Family|Fantasy,chocolate|diminution|miniaturization|physical flexability|ticket,6.7,115.0,0.6623376623376623,0.21428571428571427,Adventure Comedy Family Fantasy,chocolate diminution miniaturization physical flexability ticket,charlie and the chocolate factory  chocolate diminution miniaturization physical flexability ticket genre: Adventure Comedy Family Fantasy
Ratatouille ,Animation|Comedy|Family|Fantasy,chef|food|french|rat|restaurant,8.0,111.0,0.8311688311688311,0.20634920634920634,Animation Comedy Family Fantasy,chef food french rat restaurant,ratatouille  chef food french rat restaurant genre: Animation Comedy Family Fantasy
Batman Begins ,Action|Adventure,armored car|gangster|gotham|mixed martial arts|social decay,8.3,128.0,0.8701298701298702,0.24007936507936506,Action Adventure,armored car gangster gotham mixed martial arts social decay,batman begins  armored car gangster gotham mixed martial arts social decay genre: Action Adventure
Madagascar: Escape 2 Africa ,Action|Adventure|Animation|Comedy|Family,africa|madagascar|new york city|sequel|zoo,6.7,89.0,0.6623376623376623,0.16269841269841268,Action Adventure Animation Comedy Family,africa madagascar new york city sequel zoo,madagascar: escape 2 africa  africa madagascar new york city sequel zoo genre: Action Adventure Animation Comedy Family
Night at the Museum: Battle of the Smithsonian ,Adventure|Comedy|Family|Fantasy,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,5.9,105.0,0.5584415584415584,0.19444444444444442,Adventure Comedy Family Fantasy,hdtv motorcycle museum security guard tyrannosaurus rex,night at the museum: battle of the smithsonian  hdtv motorcycle museum security guard tyrannosaurus rex genre: Adventure Comedy Family Fantasy
X-Men Origins: Wolverine ,Action|Adventure|Fantasy|Sci-Fi|Thriller,army|civil war|claw fight|commando|wolverine the character,6.7,119.0,0.6623376623376623,0.2222222222222222,Action Adventure Fantasy Sci-Fi Thriller,army civil war claw fight commando wolverine the character,x-men origins: wolverine  army civil war claw fight commando wolverine the character genre: Action Adventure Fantasy Sci-Fi Thriller
The Matrix Revolutions ,Action|Sci-Fi,battle|epic|fight|future|machine,6.7,129.0,0.6623376623376623,0.24206349206349204,Action Sci-Fi,battle epic fight future machine,the matrix revolutions  battle epic fight future machine genre: Action Sci-Fi
Frozen ,Adventure|Animation|Comedy|Family|Fantasy|Musical,magic|sister love|sister sister relationship|snow|snowman,7.6,102.0,0.7792207792207791,0.1884920634920635,Adventure Animation Comedy Family Fantasy Musical,magic sister love sister sister relationship snow snowman,frozen  magic sister love sister sister relationship snow snowman genre: Adventure Animation Comedy Family Fantasy Musical
The Matrix Reloaded ,Action|Sci-Fi,car motorcycle chase|one against many|oracle|prophecy|stylized violence,7.2,138.0,0.7272727272727273,0.2599206349206349,Action Sci-Fi,car motorcycle chase one against many oracle prophecy stylized violence,the matrix reloaded  car motorcycle chase one against many oracle prophecy stylized violence genre: Action Sci-Fi
Thor: The Dark World ,Action|Adventure|Fantasy,arrest|portal|thor|warrior|weapon,7.1,112.0,0.7142857142857142,0.20833333333333331,Action Adventure Fantasy,arrest portal thor warrior weapon,thor: the dark world  arrest portal thor warrior weapon genre: Action Adventure Fantasy
Mad Max: Fury Road ,Action|Adventure|Sci-Fi|Thriller,australia|desert|escape|on the run|post apocalypse,8.1,120.0,0.844155844155844,0.2242063492063492,Action Adventure Sci-Fi Thriller,australia desert escape on the run post apocalypse,mad max: fury road  australia desert escape on the run post apocalypse genre: Action Adventure Sci-Fi Thriller
Angels & Demons ,Mystery|Thriller,conclave|illuminati|murder|reference to bernini|reference to raphael,6.7,146.0,0.6623376623376623,0.27579365079365076,Mystery Thriller,conclave illuminati murder reference to bernini reference to raphael,angels & demons  conclave illuminati murder reference to bernini reference to raphael genre: Mystery Thriller
Thor ,Action|Adventure|Fantasy,battle|marvel cinematic universe|scientist|thor|throne,7.0,115.0,0.7012987012987012,0.21428571428571427,Action Adventure Fantasy,battle marvel cinematic universe scientist thor throne,thor  battle marvel cinematic universe scientist thor throne genre: Action Adventure Fantasy
Bolt ,Adventure|Animation|Comedy|Drama|Family,cat|dog|hamster|new york city|superpower,6.9,96.0,0.6883116883116883,0.17658730158730157,Adventure Animation Comedy Drama Family,cat dog hamster new york city superpower,bolt  cat dog hamster new york city superpower genre: Adventure Animation Comedy Drama Family
